tag,match,similarity_score
best powerful,powerfully,0.6744186878204346
best powerful,overpower,0.5560900568962097
best powerful,formidable,0.5436128377914429
sappy but awesome,sappy,0.8270308971405029
sappy but awesome,cheery,0.5075433254241943
relaxed vibes,relaxation,0.5536881685256958
relaxed vibes,tranquil,0.5072157382965088
relaxed vibes,cheerfulness,0.50383061170578
relaxed vibes,soothing,0.5026145577430725
beautiful joy,joy,0.7563109397888184
beautiful joy,joyful,0.6733026504516602
beautiful joy,joyous,0.6519171595573425
beautiful joy,gladness,0.629811704158783
beautiful joy,delight,0.6104913949966431
beautiful joy,exhilaration,0.5916463732719421
beautiful joy,delightful,0.5535007119178772
soul hurt,hurt,0.6873764395713806
soul hurt,pained,0.604554295539856
soul hurt,hurting,0.6027562022209167
soul hurt,pain,0.594158947467804
soul hurt,soulless,0.5842240452766418
soul hurt,sore,0.5597532987594604
soul hurt,aching,0.5594727396965027
the worst type of sadness,sadness,0.7314432859420776
the worst type of sadness,melancholy,0.6549441814422607
the worst type of sadness,sorrow,0.6546779274940491
the worst type of sadness,despair,0.6184605956077576
the worst type of sadness,unhappiness,0.6071053147315979
the worst type of sadness,misery,0.6050469875335693
the worst type of sadness,somber,0.5928492546081543
homophobia is so inappropriate,inappropriate,0.5544599294662476
homophobia is so inappropriate,bigoted,0.5107063055038452
makes my chest burn,heartburn,0.5873945951461792
relaxing love,relaxation,0.7156926989555359
relaxing love,soothing,0.662002444267273
relaxing love,lovemaking,0.619623601436615
relaxing love,tranquil,0.5730939507484436
relaxing love,tranquility,0.5725280046463013
relaxing love,love,0.5679868459701538
relaxing love,loving,0.5522385239601135
i'm stone in love with you,stone,0.5375157594680786
classic feelgood,joyous,0.5590593814849854
classic feelgood,joyful,0.5297139883041382
classic feelgood,jubilant,0.5023040771484375
so many tears,tearful,0.6524490118026733
so many tears,crying,0.5625754594802856
so many tears,weeping,0.5284544825553894
so many tears,sadness,0.527016282081604
so many tears,sorrow,0.5125472545623779
so many tears,heartache,0.5021857619285583
tears and sadness,sadness,0.7302419543266296
tears and sadness,sorrow,0.6973077654838562
tears and sadness,heartache,0.6696915626525879
tears and sadness,melancholy,0.6433360576629639
tears and sadness,weeping,0.6429960131645203
tears and sadness,unhappiness,0.6321033835411072
tears and sadness,crying,0.6256641745567322
warm and cozy,cosy,0.5755955576896667
warm and cozy,comfort,0.5528620481491089
warm and cozy,fragrant,0.5459414124488831
warm and cozy,blanket,0.5405367612838745
warm and cozy,fleece,0.5371063351631165
warm and cozy,luxurious,0.5272617340087891
warm and cozy,gloomy,0.5241605639457703
angry and dark raw,dark,0.5666794776916504
good night,bye,0.5123734474182129
fully sick mate,sick,0.6101703643798828
fully sick mate,sickly,0.52665776014328
fully sick mate,unwell,0.5067286491394043
love is stronger than pride,pride,0.6758533120155334
love is stronger than pride,courage,0.5038989186286926
just love,love,0.7609398365020752
just love,loving,0.6361293196678162
just love,affection,0.6350997686386108
just love,lovemaking,0.5686106085777283
just love,fondness,0.5504900217056274
just love,romance,0.5286978483200073
just love,sensuality,0.5262405872344971
this is very energetic,energetic,0.7630950212478638
this is very energetic,vigorous,0.583970308303833
this is very energetic,frenzied,0.5524672865867615
this is very energetic,excitable,0.5505753755569458
this is very energetic,frenetic,0.545502245426178
this is very energetic,explosive,0.5362123847007751
this is very energetic,playful,0.5267958641052246
powerful emotion,powerful,0.6191648840904236
powerful emotion,heartfelt,0.6063650846481323
powerful emotion,tearful,0.5883899331092834
powerful emotion,sentimental,0.5706814527511597
powerful emotion,sympathetic,0.5410609245300293
powerful emotion,feeling,0.5378360748291016
powerful emotion,powerfully,0.5271569490432739
bad weather,rainy,0.6250243782997131
bad weather,drought,0.561499297618866
bad weather,overcast,0.5556329488754272
bad weather,storming,0.5425769090652466
bad weather,sleet,0.537164568901062
bad weather,cloudy,0.5300335884094238
bad weather,hurricane,0.5269643664360046
joyful lady,joy,0.5956237316131592
joyful lady,joyful,0.5930341482162476
joyful lady,joyous,0.5585293769836426
joyful lady,cheerful,0.5437023639678955
joyful lady,cheerfulness,0.5214237570762634
joyful lady,delight,0.5089977979660034
great fun,fun,0.7173285484313965
great fun,entertaining,0.5121109485626221
soulful relaxing,relaxation,0.7458939552307129
soulful relaxing,soothing,0.6986942291259766
soulful relaxing,tranquility,0.6510400176048279
soulful relaxing,tranquil,0.6099644899368286
soulful relaxing,comfort,0.596825897693634
soulful relaxing,mindfulness,0.5891788005828857
soulful relaxing,solace,0.5875831246376038
work blows,working,0.5314890742301941
work blows,labor,0.5227951407432556
potentially offensive,offensive,0.7045502066612244
potentially offensive,offended,0.6040675640106201
potentially offensive,inappropriate,0.595557689666748
potentially offensive,impolite,0.5737960934638977
potentially offensive,objectionable,0.5658168196678162
potentially offensive,offend,0.554024338722229
potentially offensive,derogatory,0.5444136261940002
screwed,screwed,1.000000238418579
soft and relaxing,soothing,0.6418375968933105
soft and relaxing,relaxation,0.6205260157585144
soft and relaxing,comfort,0.5680128335952759
soft and relaxing,cushion,0.5520656108856201
soft and relaxing,pillow,0.543764591217041
soft and relaxing,gentleness,0.5274028182029724
soft and relaxing,massage,0.5216183662414551
very good relaxing,relaxation,0.6665841937065125
very good relaxing,soothing,0.5977930426597595
very good relaxing,tranquil,0.515460729598999
songs for sad moods,melancholy,0.5552881360054016
songs for sad moods,somber,0.5013977885246277
trust in me,trust,0.7432630062103271
trust in me,entrust,0.6493895053863525
trust in me,trusty,0.5540499687194824
trust in me,assurance,0.5311144590377808
trust in me,confidence,0.5245330333709717
trust in me,faith,0.5135945081710815
trust in me,believing,0.5118690133094788
warm and nostalgic,sentimental,0.5600836277008057
warm and nostalgic,fragrant,0.5323660969734192
warm and nostalgic,romantic,0.5169669985771179
warm and nostalgic,fondness,0.5078824758529663
warm and nostalgic,gloomy,0.5015766024589539
positive vibe,cheerfulness,0.5716363787651062
positive vibe,wholesome,0.5515533685684204
positive vibe,cheery,0.5279327630996704
positive vibe,cheerful,0.5272886753082275
power of love,love,0.5684098601341248
power of love,affection,0.5535836219787598
power of love,overpower,0.5127201676368713
truly romantic,romantic,0.8254931569099426
truly romantic,romance,0.5724710822105408
in the mood for love,romance,0.5183129906654358
merry christmas,merry,0.5687413215637207
happy holidays,holiday,0.5446829795837402
happy holidays,merry,0.5300302505493164
full blast,blast,0.6847418546676636
full blast,fully,0.5276651978492737
full blast,explosion,0.5256211161613464
baby love,love,0.7343989610671997
baby love,baby,0.6988059282302856
baby love,affection,0.6064653992652893
baby love,loving,0.5839002132415771
baby love,adore,0.5657352805137634
baby love,sweetie,0.5569348931312561
baby love,darling,0.5496391654014587
my happy ending,happiness,0.5616874694824219
my happy ending,victory,0.5135372877120972
tragedy,tragedy,1.0
i am a failure,failure,0.6469998359680176
i am a failure,failing,0.5334922671318054
i am a failure,unsuccessful,0.5112730264663696
work is unpleasant,unpleasant,0.5508407354354858
love is here to stay,love,0.549224317073822
apology for bad thoughts,apologize,0.5910465717315674
apology for bad thoughts,apology,0.5687512755393982
apology for bad thoughts,forgive,0.531474769115448
apology for bad thoughts,apologetic,0.510791540145874
apology for bad thoughts,remorse,0.5008184909820557
dreamy sweet,flowery,0.5365110635757446
dreamy sweet,heavenly,0.524462878704071
crazy cool,cool,0.5609202980995178
memorable night,memorable,0.6956796646118164
pure love,love,0.7143324613571167
pure love,affection,0.611924409866333
pure love,sensuality,0.5781099796295166
pure love,lust,0.5723206996917725
pure love,romance,0.5701016187667847
pure love,loving,0.5608786344528198
pure love,romantic,0.5533798933029175
heartfelt hits,heartfelt,0.712578535079956
heartfelt hits,heartache,0.5475021004676819
heartfelt hits,hit,0.513745129108429
heartfelt hits,heartless,0.5064285397529602
sophisticated sadness,melancholy,0.7065880298614502
sophisticated sadness,somber,0.6746765375137329
sophisticated sadness,sadness,0.6496477127075195
sophisticated sadness,distraught,0.5741690993309021
sophisticated sadness,sorrow,0.5677971243858337
sophisticated sadness,distressed,0.5670466423034668
sophisticated sadness,despair,0.5571150183677673
soft and pretty,fragrant,0.570595383644104
soft and pretty,flowery,0.5507980585098267
soft and pretty,luscious,0.5337059497833252
soft and pretty,alluring,0.5240062475204468
soft and pretty,pretty,0.5219696164131165
soft and pretty,gentleness,0.5169878005981445
soft and pretty,velvety,0.5148669481277466
the lonely hearts,loneliness,0.6039993762969971
the lonely hearts,heartache,0.5259250402450562
the lonely hearts,lonely,0.5059734582901001
feeling happy,rejoicing,0.7516440749168396
feeling happy,happiness,0.7252829074859619
feeling happy,happy,0.6881376504898071
feeling happy,feeling,0.6749781370162964
feeling happy,gladness,0.6599674224853516
feeling happy,smiling,0.6524099111557007
feeling happy,joy,0.6452987194061279
eternal love,everlasting,0.7156152129173279
eternal love,love,0.674558162689209
eternal love,soulmate,0.634368360042572
eternal love,inalienable,0.6055967807769775
eternal love,undying,0.5895434617996216
eternal love,loving,0.5628950595855713
eternal love,immortal,0.5570186972618103
make me smile,smile,0.5994319915771484
make me smile,smiling,0.5977810025215149
make me smile,laugh,0.5928658246994019
make me smile,happy,0.5849073529243469
make me smile,happiness,0.5565582513809204
make me smile,cheerful,0.5441911220550537
make me smile,cheery,0.5106214284896851
epic lounge,lounge,0.6713514924049377
epic lounge,saloon,0.5413641929626465
holiday vibes,holiday,0.5933657884597778
holiday vibes,festive,0.554618239402771
soft and sweet,fragrant,0.5992357134819031
soft and sweet,sweetness,0.5755454301834106
soft and sweet,savory,0.5518225431442261
soft and sweet,sensual,0.54775071144104
soft and sweet,luscious,0.5424275994300842
soft and sweet,gentleness,0.5398014187812805
soft and sweet,pleasurable,0.5395186543464661
sweet psychedelia,trance,0.5736141204833984
happy people,happiness,0.7010730504989624
happy people,happy,0.6608712673187256
happy people,cheerful,0.6289242506027222
happy people,cheerfulness,0.6191425919532776
happy people,smiling,0.6045060157775879
happy people,happily,0.588741660118103
happy people,joy,0.5717440843582153
blessed,blessed,1.0
delightfully happy,ecstatic,0.7617721557617188
delightfully happy,happily,0.7352255582809448
delightfully happy,happy,0.7315224409103394
delightfully happy,delighted,0.7128380537033081
delightfully happy,jubilant,0.7043201923370361
delightfully happy,overjoyed,0.6919372081756592
delightfully happy,elated,0.6635082364082336
kick your ass,kick,0.6058074235916138
kick your ass,fight,0.5793658494949341
kick your ass,kicking,0.5314862728118896
kick your ass,yell,0.5049713253974915
never fail happy,success,0.5859368443489075
never fail happy,happy,0.5802268981933594
never fail happy,successful,0.5503852367401123
never fail happy,happiness,0.5290117263793945
never fail happy,cheerful,0.5186032056808472
never fail happy,succeed,0.5044763684272766
never fail happy,failure,0.5042847394943237
happy thoughts,happy,0.5333937406539917
happy thoughts,happiness,0.5179764032363892
happy thoughts,peace,0.5055986046791077
heart wrenching,harrowing,0.6288415193557739
heart wrenching,disheartening,0.5864903926849365
heart wrenching,devastating,0.5810487270355225
heart wrenching,appalling,0.5794875621795654
heart wrenching,sickening,0.579184889793396
heart wrenching,agonizing,0.5724703669548035
heart wrenching,sorrowful,0.5696091651916504
beautiful and groovy,pretty,0.6013285517692566
beautiful and groovy,gorgeous,0.5748885869979858
beautiful and groovy,lovely,0.558861494064331
beautiful and groovy,godly,0.5026631355285645
funky sexy,erotic,0.5095104575157166
boy with love,love,0.5709624886512756
boy with love,lover,0.5119692087173462
fantastic voyage,voyage,0.7471031546592712
fantastic voyage,shipwreck,0.5509467124938965
fantastic voyage,journey,0.5387433171272278
fantastic voyage,arrival,0.5381320714950562
fantastic feeling,gladness,0.5167481899261475
fantastic feeling,thrilling,0.5097960233688354
fantastic feeling,feeling,0.5079449415206909
bye bye love,bye,0.6825540065765381
broken hearts,heartache,0.7016611099243164
broken hearts,sadness,0.6149046421051025
broken hearts,heartfelt,0.5975682735443115
broken hearts,sorrow,0.5696675181388855
broken hearts,distraught,0.558488130569458
broken hearts,sympathy,0.547715425491333
broken hearts,mourning,0.5316426753997803
soulful females,soulmate,0.5352352857589722
soulful females,soulless,0.5317121148109436
soulful females,sensuality,0.5187544822692871
brutal violence,brutality,0.7482377290725708
brutal violence,violence,0.7218397855758667
brutal violence,violent,0.6843937635421753
brutal violence,bloodshed,0.6438189744949341
brutal violence,savagery,0.6044962406158447
brutal violence,barbaric,0.5650982856750488
brutal violence,aggression,0.5588148832321167
cool mood before holidays,holiday,0.5148636102676392
love lounge,lounge,0.7203816175460815
christmas vibes,festive,0.5591624975204468
soulful and happy,cheerfulness,0.6353890299797058
soulful and happy,happiness,0.6228119730949402
soulful and happy,mournful,0.5859357714653015
soulful and happy,cheerful,0.5829821825027466
soulful and happy,wholesome,0.5693060159683228
soulful and happy,blissful,0.5671489238739014
soulful and happy,joyful,0.5618644952774048
warm and happy,cheerfulness,0.6057053804397583
warm and happy,happiness,0.5925244092941284
warm and happy,gloomy,0.5611228942871094
warm and happy,cheerful,0.5585402846336365
warm and happy,cheery,0.5415809154510498
warm and happy,happy,0.5408026576042175
warm and happy,blissful,0.5369729399681091
warm and soulful,fragrant,0.6056778430938721
warm and soulful,sensuality,0.5615226626396179
warm and soulful,sensual,0.5573486089706421
warm and soulful,gentleness,0.5498950481414795
warm and soulful,romantic,0.5411714315414429
warm and soulful,luscious,0.5327499508857727
warm and soulful,pleasant,0.5287916660308838
"warm, soulful, and happy",cheerfulness,0.6081984043121338
"warm, soulful, and happy",fragrant,0.5349840521812439
"warm, soulful, and happy",happiness,0.5237966179847717
"warm, soulful, and happy",wholesome,0.5233113169670105
"warm, soulful, and happy",gloomy,0.5199683904647827
"warm, soulful, and happy",sensuality,0.5183435082435608
"warm, soulful, and happy",cheerful,0.510851263999939
very sexy,gorgeous,0.5876202583312988
very sexy,hot,0.5137407779693604
slow and pretty,pretty,0.5151839256286621
slow and pretty,speedy,0.5080030560493469
slow and pretty,quickness,0.5057932734489441
slow and pretty,flowery,0.5050230622291565
music to relax by,relaxation,0.6203811764717102
music to relax by,soothing,0.5674165487289429
quite bitter beings,bitterness,0.6304528713226318
quite bitter beings,bitterly,0.5509623289108276
quite bitter beings,unpleasant,0.5231269598007202
quite bitter beings,harshness,0.5209892988204956
quite bitter beings,disdain,0.5157343149185181
quite bitter beings,miserable,0.5022037029266357
weird and wonderful,weirdo,0.5850260257720947
weird and wonderful,bizarre,0.5561323761940002
weird and wonderful,wondrous,0.5430479645729065
weird and wonderful,erotic,0.5374797582626343
weird and wonderful,magical,0.5121912956237793
weird and wonderful,pleasurable,0.5091803073883057
bless,bless,1.0
happy hippy,hippie,0.6809189319610596
cloudy days are better,cloudy,0.6061034798622131
good day grey sky,gray,0.5563759803771973
good day grey sky,sunshine,0.5297200679779053
good day grey sky,overcast,0.5272815823554993
good day grey sky,cloudy,0.5174505710601807
good day grey sky,heyday,0.5035974979400635
cruel intentions,vendetta,0.5929023027420044
cruel intentions,insidious,0.5698379278182983
cruel intentions,deliverance,0.553714394569397
cruel intentions,memento,0.5337211489677429
cruel intentions,slaughterhouse,0.5286154747009277
cruel intentions,unbroken,0.5276585817337036
cruel intentions,exorcism,0.5256116986274719
relaxing sounds,soothing,0.7205691337585449
relaxing sounds,relaxation,0.6841686367988586
relaxing sounds,soothe,0.5480405688285828
relaxing sounds,tranquil,0.50822913646698
make me happy,happy,0.621975839138031
make me happy,happiness,0.5378403067588806
make me happy,laugh,0.5111832618713379
make me happy,cheerful,0.5083975791931152
peaceful meadows,meadow,0.7104417681694031
peaceful meadows,wilderness,0.5814499855041504
peaceful meadows,lowlands,0.5574234127998352
peaceful meadows,picturesque,0.5443036556243896
peaceful meadows,pasture,0.5347864031791687
peaceful meadows,easement,0.5248414874076843
peaceful meadows,garden,0.5218347311019897
quirky goodness,peculiarities,0.5572914481163025
quirky goodness,wickedness,0.5523648262023926
quirky goodness,wondrous,0.5410566926002502
quirky goodness,peculiarity,0.5383905172348022
quirky goodness,greatness,0.5186397433280945
quirky goodness,mischievous,0.5170146822929382
quirky goodness,mischief,0.5158833265304565
super happy fun time,happy,0.5964716672897339
super happy fun time,fun,0.5526105761528015
super happy fun time,happily,0.5492829084396362
super happy fun time,joy,0.5248237252235413
super happy fun time,joyous,0.5229406356811523
super happy fun time,joyful,0.5135231018066406
super happy fun time,happiness,0.5011099576950073
happy hormones,happiness,0.5926195979118347
happy hormones,cheerfulness,0.5752720832824707
happy hormones,excitement,0.5694659948348999
happy hormones,exuberance,0.5272445678710938
happy hormones,unhappiness,0.5157550573348999
happy hormones,joy,0.5005711317062378
sweetly,earnestly,0.602886438369751
sweetly,humbly,0.5859187841415405
sweetly,coldly,0.5729702711105347
sweetly,exquisitely,0.5613456964492798
sweetly,happily,0.5600709915161133
sweetly,sweetness,0.5479995012283325
sweetly,charming,0.5448119640350342
carrying your love with me,loving,0.521048903465271
smoothness,smoothness,1.000000238418579
interesting but relaxing,relaxation,0.6668379306793213
interesting but relaxing,soothing,0.6049713492393494
interesting but relaxing,tranquil,0.5308425426483154
interesting but relaxing,serene,0.5194050669670105
interesting but relaxing,blissful,0.5103580355644226
destroy everything you touch,destroying,0.6420118808746338
destroy everything you touch,destruction,0.6033527255058289
destroy everything you touch,obliterate,0.5631504058837891
destroy everything you touch,annihilate,0.5446403622627258
destroy everything you touch,demolish,0.5193099975585938
destroy everything you touch,erase,0.5018998384475708
please destroy me this way,destruction,0.5133395195007324
please destroy me this way,destroying,0.503735363483429
serious fun,fun,0.770969569683075
serious fun,amusement,0.5655959844589233
serious fun,entertaining,0.5279883146286011
serious fun,playful,0.5191429853439331
new beginnings,begun,0.5429661273956299
new beginnings,revival,0.530960738658905
infinite love,love,0.6542490124702454
infinite love,everlasting,0.6244344115257263
infinite love,infinite,0.6225115060806274
infinite love,infinity,0.5975871682167053
infinite love,endless,0.5889999866485596
infinite love,inalienable,0.5570356845855713
infinite love,loving,0.5545563101768494
car rides,traveling,0.5824488401412964
car rides,recreation,0.5359015464782715
car rides,pastime,0.5061354041099548
get pumped,cheer,0.5753811597824097
get pumped,excited,0.55387943983078
get pumped,hype,0.5177268385887146
graduation party,graduation,0.6847438216209412
graduation party,fete,0.5548982620239258
graduation party,banquet,0.54188072681427
wedding reception,banquet,0.5999208688735962
wedding reception,bridegroom,0.5988448858261108
wedding reception,ceremony,0.59159916639328
wedding reception,bride,0.5808120369911194
wedding reception,bridal,0.5744571089744568
wedding reception,bridesmaid,0.5246094465255737
wedding reception,matrimony,0.5220206379890442
dinner party,dinner,0.71523118019104
dinner party,banquet,0.6258183717727661
dinner party,fete,0.5556648969650269
dinner party,picnic,0.5554417371749878
dinner party,buffet,0.5428758859634399
dinner party,thanksgiving,0.5006312727928162
feel goods,feeling,0.5898146033287048
feel goods,goods,0.5887137055397034
block party,barricade,0.5309128761291504
nice and slow,speedy,0.5677456855773926
nice and slow,rapid,0.529082715511322
nice and slow,quickness,0.5132507085800171
nice and slow,slowness,0.5029255747795105
party bus,buss,0.6443033814430237
party bus,truck,0.5138640999794006
pool,pool,1.0
road trip,traveling,0.7391948699951172
road trip,trip,0.6859743595123291
road trip,vacation,0.5849803686141968
road trip,destination,0.5548941493034363
road trip,adventure,0.5195578336715698
party mix,rave,0.5489348769187927
party mix,ensemble,0.5093793869018555
rehearsal dinner,banquet,0.6523537635803223
rehearsal dinner,dinner,0.6228446960449219
rehearsal dinner,bridegroom,0.5467339754104614
rehearsal dinner,ceremony,0.531737744808197
rehearsal dinner,bridesmaid,0.5286030769348145
rehearsal dinner,picnic,0.5269660949707031
rehearsal dinner,fete,0.5160006880760193
get lost,lost,0.6019922494888306
get lost,stranded,0.5520729422569275
get lost,traveling,0.511418342590332
get lost,adrift,0.5084766149520874
get lost,trip,0.503186047077179
relaxing,relaxation,0.8889124393463135
relaxing,soothing,0.7008461952209473
relaxing,rest,0.6885731220245361
relaxing,respite,0.5855839252471924
relaxing,tranquil,0.5845094919204712
relaxing,nap,0.5667247772216797
relaxing,yawning,0.5593791604042053
soul food,food,0.6581223011016846
soul food,soulless,0.5523582100868225
soul food,nourishment,0.536179780960083
soul food,nutritious,0.5354627370834351
soul food,gluttony,0.5274797677993774
soul food,gospel,0.5083651542663574
sunday mornings,church,0.5208336710929871
love,love,1.000000238418579
outlaws,outlaw,0.7559810876846313
outlaws,cartel,0.5712783932685852
outlaws,bandit,0.5517092943191528
outlaws,posse,0.5374206304550171
outlaws,renegade,0.5263175964355469
outlaws,militia,0.5242666006088257
outlaws,ambush,0.522553563117981
warm up,rest,0.5438128709793091
warm up,preparation,0.5225740075111389
warm up,strengthen,0.5211964249610901
warm up,strengthening,0.5045475959777832
snowboarding,pastime,0.5093517303466797
snowboarding,wrestling,0.5088006258010864
fun,fun,1.000000238418579
guilty pleasures,pleasurable,0.5700663328170776
guilty pleasures,pastime,0.5674017071723938
guilty pleasures,porn,0.5468546152114868
guilty pleasures,pornography,0.5405802130699158
guilty pleasures,sensuality,0.5286247730255127
guilty pleasures,pornographic,0.5283941626548767
guilty pleasures,guilty,0.5248106718063354
laidback,easygoing,0.5475872755050659
lazy sunday,lazy,0.5982060432434082
lazy sunday,holiday,0.5263166427612305
lazy sunday,vacation,0.506224513053894
lazy sunday,leisurely,0.5052623152732849
toxic,toxic,1.000000238418579
after hours,sunset,0.5197793841362
bad intentions,malicious,0.5573359727859497
bad intentions,wrongdoing,0.5332435369491577
bad intentions,misinterpretation,0.5162361264228821
bad intentions,deceit,0.5151594281196594
bad intentions,motive,0.5093743801116943
bad intentions,negligence,0.507377028465271
birthday,birthday,0.9999999403953552
bedtime,morn,0.5530760288238525
bedtime,sunset,0.5428519248962402
bedtime,breakfast,0.5344877243041992
bedtime,nap,0.5200760364532471
bedtime,dinner,0.5011746287345886
best friends forever,everlasting,0.5320841073989868
best friends forever,friend,0.5124495029449463
best friends forever,friendship,0.5069596767425537
best friends forever,befriend,0.5058867931365967
broken,broken,0.9999998807907104
cuddles,cuddle,0.8637189865112305
cuddles,affection,0.6460936069488525
cuddles,lovemaking,0.6136748194694519
cuddles,hug,0.601947546005249
cuddles,cosy,0.5718618631362915
cuddles,spanking,0.551125168800354
cuddles,caress,0.5036339163780212
death,death,1.0000001192092896
depressed,depressed,1.0000001192092896
get lucky,luck,0.6397678852081299
get lucky,lucky,0.5929713249206543
get lucky,unlucky,0.5727355480194092
heartbreak,heartache,0.7132511734962463
heartbreak,sadness,0.6631656885147095
heartbreak,breakup,0.6521449089050293
heartbreak,loneliness,0.6417225003242493
heartbreak,love,0.6385506391525269
heartbreak,sorrow,0.6342130899429321
heartbreak,unhappiness,0.5971130132675171
car ride,traveling,0.6234814524650574
car ride,trip,0.5434814095497131
car ride,destination,0.5308712124824524
car ride,commute,0.5207934379577637
car ride,vacation,0.5037766695022583
levitate,gravitate,0.5398645401000977
affectionate,affection,0.807828426361084
affectionate,cuddle,0.6655263304710388
affectionate,intimate,0.6413061022758484
affectionate,romantic,0.6305699348449707
affectionate,cosy,0.6108951568603516
affectionate,caress,0.5925114750862122
affectionate,fondness,0.5725387334823608
pillow talk,pillow,0.6672167778015137
pillow talk,talk,0.5608705282211304
very sad,tragic,0.5345985889434814
very sad,sadness,0.5149037837982178
sad vibes,sadness,0.5765825510025024
sad vibes,melancholy,0.5740890502929688
sad vibes,somber,0.5609533190727234
sad vibes,gloomy,0.5556825995445251
summer party,festival,0.5874993205070496
summer party,picnic,0.5724075436592102
summer party,fete,0.5680552124977112
summer party,rave,0.5402847528457642
summer party,banquet,0.5125827789306641
summer party,vacation,0.5074157118797302
summer party,beach,0.5024544596672058
turn up,arrive,0.5843099355697632
evenings,sunset,0.5974698662757874
evenings,dinner,0.541368842124939
beach mix,beach,0.6155523657798767
thoughts,thought,0.7218722701072693
thoughts,thoughtful,0.5604681372642517
drugs,cocaine,0.7848788499832153
drugs,heroin,0.7717629075050354
drugs,amphetamines,0.7578393220901489
drugs,ecstasy,0.7445636987686157
drugs,opium,0.6980648040771484
drugs,narcotic,0.6764479875564575
drugs,crack,0.6656895279884338
saturday morning,morn,0.5688349604606628
saturday morning,breakfast,0.5017507076263428
tripping,tripping,0.9999998807907104
trips,trip,0.7387280464172363
trips,tripping,0.6984658241271973
trips,ecstasy,0.5770748853683472
trips,drugged,0.5538163185119629
trips,amphetamines,0.5411415100097656
trips,overdose,0.5338884592056274
trips,narcotic,0.5292162299156189
homecoming,deliverance,0.6450933814048767
homecoming,arrival,0.5807321667671204
homecoming,battlefield,0.5549276471138
homecoming,amnesia,0.5546069741249084
homecoming,reunion,0.5403908491134644
homecoming,oblivion,0.5202862024307251
homecoming,supremacy,0.5197016000747681
party hardy,hardy,0.6510005593299866
party hardy,rave,0.5133069753646851
autumn leaves,fall,0.5343802571296692
autumn leaves,garden,0.5006582140922546
fun mix,fun,0.5236432552337646
invincible,indestructible,0.7004792094230652
invincible,superhuman,0.68233323097229
invincible,implacable,0.6561177968978882
invincible,bulletproof,0.6497101187705994
invincible,resistant,0.6394507884979248
invincible,impenetrable,0.6318551301956177
invincible,indomitable,0.6027376651763916
laid back,easygoing,0.6325887441635132
laid back,boisterous,0.514521598815918
lush,lush,1.0000001192092896
morning sunshine,sunshine,0.8342442512512207
morning sunshine,sunset,0.6456019282341003
morning sunshine,sun,0.6149119138717651
morning sunshine,breakfast,0.600787878036499
morning sunshine,sunny,0.5932494401931763
morning sunshine,morn,0.5770326852798462
revolver,revolver,1.0
smooth,smoothness,0.7131415605545044
summer bbq,picnic,0.5955078601837158
heart,heartless,0.6153602600097656
heart,heartache,0.5954714417457581
heart,heartfelt,0.5677849650382996
heart,empathy,0.5636054277420044
heart,cardiomyopathy,0.5585697889328003
heart,compassion,0.5563927888870239
heart,guts,0.540952205657959
darkness,darkness,1.0000001192092896
sunday funday,dinner,0.5193983316421509
work flow,flow,0.562271237373352
work flow,productivity,0.5381454825401306
happy hour,celebration,0.5214256048202515
happy hour,celebrating,0.5157830715179443
lounging,lounge,0.6815367341041565
lounging,relaxation,0.6321464776992798
lounging,leisurely,0.6082196235656738
lounging,rest,0.562708854675293
lounging,lurk,0.551384449005127
lounging,leisure,0.5493214130401611
lounging,respite,0.5312721729278564
snowboard,board,0.5989556908607483
depression,depression,0.9999997019767761
makes me happy,happy,0.5283135175704956
meditation,meditate,0.8381531834602356
meditation,mindfulness,0.7975145578384399
meditation,stillness,0.6850465536117554
meditation,relaxation,0.6515458226203918
meditation,contemplation,0.6134665608406067
meditation,enlightenment,0.6126874089241028
meditation,mindful,0.6076749563217163
summer time,august,0.5526580810546875
summer time,time,0.5344285368919373
summer time,sunset,0.5320500731468201
unstoppable,indestructible,0.7192462682723999
unstoppable,implacable,0.697696328163147
unstoppable,impenetrable,0.6777581572532654
unstoppable,incalculable,0.6329177618026733
unstoppable,uncontrollable,0.6296283006668091
unstoppable,ineffable,0.621675968170166
unstoppable,unyielding,0.6215789914131165
contemplation,contemplation,0.9999998807907104
follow the sun,sun,0.6304212808609009
stars,star,0.7878986597061157
stars,stellar,0.5958279371261597
stars,starlight,0.5599290728569031
stars,starry,0.5424267053604126
sunday brunch,dinner,0.6251446604728699
sunday brunch,breakfast,0.6207291483879089
sunday brunch,thanksgiving,0.5481114983558655
surf,beach,0.5852400064468384
surf,swim,0.5539965629577637
surf,sea,0.5382039546966553
surf,pool,0.5199253559112549
trail mix,cheesecake,0.5032354593276978
after dark,sunset,0.6115487813949585
after dark,darkness,0.5814333558082581
after dark,dark,0.5621344447135925
after party,fete,0.5817616581916809
after party,banquet,0.5394325256347656
after party,aftertaste,0.5313814878463745
after party,aftermath,0.5215864777565002
bachelorette party,fete,0.6046093702316284
bachelorette party,bridegroom,0.5929286479949951
bachelorette party,bridesmaid,0.5914095044136047
bachelorette party,bridal,0.551173746585846
bachelorette party,bride,0.5204817056655884
beachy,beach,0.7368810176849365
beachy,buttery,0.578940212726593
beachy,swampy,0.5702978372573853
beachy,flowery,0.5494951009750366
beachy,velvety,0.5459192991256714
beachy,thorny,0.5231097936630249
