spotify_id,name,artist,genre,album,release_date,popularity,preview_url,cover_image
6FKNqGtixJsL4Y1Qcpj7jQ,Santa Claus Is Coming To Town,Ella Fitzgerald,blues,Ella & Louis Christmas,2016-11-25,49,,https://i.scdn.co/image/ab67616d0000b273719191086876ae09b5db54c8
03zB9duFz1JqLxAIYvGdac,I'm In You,Peter Frampton,blues,I'm In You,1977-05-28,49,,https://i.scdn.co/image/ab67616d0000b273880c61026976586e391dd35e
6jXzkgISP6UfMEEaKkxWJw,Ball and Chain,Big Brother & The Holding Company,blues,Cheap Thrills,1968-08-12,49,https://p.scdn.co/mp3-preview/85f1813b15feb5cfd5fbaeb66bcdc6b19d2a0097?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b2731ba5ee8bc24979ce3eee4797
1ifuiUFc3KWM9CAzgtB0av,Lady in Black (Alternate Version),Uriah Heep,blues,Salisbury (Expanded Version),1971-02-15,49,https://p.scdn.co/mp3-preview/f61b5e1855d69bb88bd4f5b1b389c29f00740de6?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b273e316fd2dbafb715e3a44fac9
2txRs0wxjGE1uzOhcBxN7L,Good Morning Little School Girl,Muddy Waters,blues,Folk Singer (Expanded Edition),1964-04-05,49,,https://i.scdn.co/image/ab67616d0000b273f7ae2efa32ae0e057d170fb5
3MCimW1NfKKOkdqDzNsOXA,This Bitter Earth,Dinah Washington,blues,Unforgettable (Expanded Edition),1961-01-01,49,,https://i.scdn.co/image/ab67616d0000b27389c63eacb5c7027b73e555a0
23KUlJNvJmKrRVmo3XBvxM,In Memory Of Elizabeth Reed,Allman Brothers Band,blues,Idlewild South (Deluxe Edition Remastered),1970-09-18,49,,https://i.scdn.co/image/ab67616d0000b2734e4ad725fbfb99d854e1aa25
5ib3EGG06XUnUf7hzDnheL,Got My Whiskey,Mel Waiters,blues,Woman In Need,1997-10-14,49,https://p.scdn.co/mp3-preview/19ca0eb78a0b6fef4fb55ec44bc02faf86a96d13?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b27351e75f7dba5be769d5359319
0S2oKxh1RGWf3PQwjIezM7,I'll Make Love To You Anytime,J.J. Cale,blues,5,1979-08,49,,https://i.scdn.co/image/ab67616d0000b273ade307418cad3e1901f3d5fb
2lvBjTlia0x9GXfnZ3jbui,"Buzz Me, Babe",Slim Harpo,blues,Sings Raining In My Heart,1998-01-15,49,,https://i.scdn.co/image/ab67616d0000b273cd01b972f0a4d23c17caef9e
4uWOOyWwhkYAchf4WFuiTT,Shake Hands with Santa Claus - Mono Recording,Louis Prima,blues,Breaking It Up!,1951,49,https://p.scdn.co/mp3-preview/ccfba7681a72dc3aff17a1c64b4dbb92e066600c?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b273161d8b74c7d26a10ea51fd96
3Uel0UHGHz564BrHmwoWYZ,Ballad of Easy Rider,The Byrds,blues,Ballad Of Easy Rider,1969-11-10,48,https://p.scdn.co/mp3-preview/ed65d7a7dca3e3368c0443c598e146c8493efe9e?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b273939fca4074de7d01098f78cf
7krqdRsQKh1aBbBbx1TtlT,Don't You Love Me Anymore,Joe Cocker,blues,Cocker,1986-06-06,48,https://p.scdn.co/mp3-preview/484d33f503ff9b767db5d5955b051ce47fa77da4?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b2733f717e644cddcd7bc55c9885
2En6kxGCjZxXmKJ1IYu4Fp,You Gotta Move,Mississippi Fred McDowell,blues,You Gotta Move,1989-01-01,48,https://p.scdn.co/mp3-preview/661d3b4a3e3c705f348b7e084797f8736819edd5?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b273d002b4926c9ee7f6cf54290f
1oXq63OUf43LDnNPVtfvX8,I'm A Man,The Spencer Davis Group,blues,The Best Of Spencer Davis Group,1989-01-01,48,,https://i.scdn.co/image/ab67616d0000b2732e7e2dd6a6d31d5967be2389
0TBntp6t4oS6UXjxikO5n7,Comin' Back to Me,Jefferson Airplane,blues,Surrealistic Pillow,1967,48,https://p.scdn.co/mp3-preview/6cdc253e803f187df67dd146b5482627b07b920d?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b2732dac7a01676ddb36c1d0ec05
1BaAzMva4yf7cWeOGwp7H4,Mood Indigo,Nina Simone,blues,Let It All Out,1966-01-01,48,,https://i.scdn.co/image/ab67616d0000b273c8ef777dbf6677f99f96210d
48MQDFkvHlGnRQyUx6ZXVe,I Just Want to Make Love to You,Foghat,blues,Foghat,1972,48,https://p.scdn.co/mp3-preview/5c08677e6be0f7c140f15f190932e299938bdcd2?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b273d7267fd0af508fe8862402c4
46XzvI0GXvRwK7LV6vdn2v,Have Love Will Travel,The Black Keys,blues,Thickfreakness,2003-04-08,48,https://p.scdn.co/mp3-preview/c207557f4ba241fa5fd4a88bf93a12687d63d4e7?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b2739e77e076882eb529a3c16112
1VxXSKSd1aSwMVocTjhLWt,Hot Rod Heart,John Fogerty,blues,Blue Moon Swamp,2017-11-17,48,https://p.scdn.co/mp3-preview/018ebee1a929ef7f21f9907084e11273f90f531c?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b2735db5a7dbe13cb700fc5625d2
3g3ngs81nNMZn6kW1BA8Hs,Dimming Of The Day,Bonnie Raitt,blues,Longing In Their Hearts,1994-01-01,47,,https://i.scdn.co/image/ab67616d0000b27339b3b112112d46d49268893b
1LIM0zOPitSNpUIU8H1BNQ,Fa-Fa-Fa-Fa-Fa (Sad Song),Otis Redding,blues,Complete & Unbelievable: The Otis Redding Dictionary of Soul,1966-10-15,47,https://p.scdn.co/mp3-preview/a2ea4743af11b360d49d45eb4266cc1bff6c7344?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b273ffffe932598090498459b77c
5995dMCC91V6Gmgt5u0FUh,Lay Lady Lay - Alternative Version,The Byrds,blues,Dr. Byrds And Mr. Hyde,1969-03-05,47,https://p.scdn.co/mp3-preview/7cf450ceb3e498cb8596acd25670a12cf87bd40f?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b273b19d4966c5ae497d9ec29e12
5xomksmfjLCXKfriOCnSUg,Come on Over,Royal Blood,blues,Royal Blood,2014-08-25,47,https://p.scdn.co/mp3-preview/a7e847cf2e68d1cbc92669af51c70150aea5319d?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b2735009d126076953c572800954
2xtC6kb6H26qVX4ZdncS7f,God Bless The Child,Billie Holiday,blues,The Lady Sings,1956-01-01,47,,https://i.scdn.co/image/ab67616d0000b273b8e03d36b6f731ad737c48cf
5ElC7ec3IK5ONLImpQg6vz,A Foggy Day,Ella Fitzgerald,blues,Ella and Louis,1956-10-01,47,,https://i.scdn.co/image/ab67616d0000b273bbe653db27f7711379f92fc5
3LBik9Fp8tZiJLqerkFEJ1,Pretty Flamingo,Manfred Mann,blues,Down the Road Apiece - the Recordings 1963-1966,1963,47,https://p.scdn.co/mp3-preview/e1c9f6807a80271833b5dcd5456e39ed1a7c4033?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b273da540dfc6679c72ab8eed21c
1ovGm2RHnWlTmbbtIxd2f8,Can't Nobody Love You,Solomon Burke,blues,Rock 'N Soul,1964,47,https://p.scdn.co/mp3-preview/0cbf07cd5ddd12d380bdd1891374f684d547a7bc?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b27309133b648545410eeba21d0d
03NejRMxYMMCFo2Ylsia6l,Rude Mood,Stevie Ray Vaughan,blues,Texas Flood (Legacy Edition),1983,47,https://p.scdn.co/mp3-preview/6a3714881905fd197995031ce9335b0cbaf3ccc7?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b273f7143c00741b94bb62025340
6ytrFHRe5r5I5gk7lGNpNW,Sister Luck,The Black Crowes,blues,Shake Your Money Maker,1990-02-13,47,,https://i.scdn.co/image/ab67616d0000b273a4d2cb95d3ea17f773db23ee
4o6jfrxQyekM5DpnWYLlMo,Kind Woman,Buffalo Springfield,blues,Last Time Around,1968,47,https://p.scdn.co/mp3-preview/3dd6681dadbb993027cd3f39865c9ebf31e6b45c?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b273ac8417ce0205d2012b185c43
01R3dELmvQpeCgQQGHQPS6,Anything To Say You're Mine,Etta James,blues,At Last!,1960,47,,https://i.scdn.co/image/ab67616d0000b273b2229a8fdf377abaf3652624
0xGcAq56TXf3RnSHkCiL9k,Dr. Feelgood (Love Is a Serious Business),Aretha Franklin,blues,I Never Loved a Man the Way I Love You,1967-03-10,47,https://p.scdn.co/mp3-preview/7f5725130e409ce1157788847404caf01d6b0f86?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b2736aa9314b7ddfbd8f036ba3ac
7FDFtgdyzlBN0tUo3boGZe,I Can't Be Satisfied,Muddy Waters,blues,The Chess Box,1989-11-07,47,,https://i.scdn.co/image/ab67616d0000b273dc8136afa6d14e89c8c321e6
26arZyeKDvJc6pqjhayXNI,Hey Baby,Ted Nugent,blues,Ted Nugent,1975,46,https://p.scdn.co/mp3-preview/afc7ed241a12730f8cd71faca30f27bb942e8ca6?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b273de2a7bf50b6f6c7a1e7e0dee
0hK8IwYBQwGbTgd7C5XyRZ,Diving Duck Blues,Taj Mahal,blues,TajMo,2017-05-05,46,,https://i.scdn.co/image/ab67616d0000b273ac9aeba6b1c9fbbd95a958ea
07TQDFaoLBwvo6JU1nnaiU,I'm Walkin',Fats Domino,blues,Legends Of Rock n' Roll,1962-01-01,46,,https://i.scdn.co/image/ab67616d0000b2734d5174b8cdc40da82e58ba91
0MkINaEoNBJfG9G6ewd4xM,How Many More Years,Howlin' Wolf,blues,Moanin' In The Moonlight,1958-03-01,46,,https://i.scdn.co/image/ab67616d0000b2736181b1ed45a906d5b2c89af3
3pPnys7mGV0DQkQoxmovXi,No One to Depend On,Santana,blues,Santana (III),1971-09-01,46,https://p.scdn.co/mp3-preview/27bc1e509ab2bcc07b35f30c720e2e28b92d9158?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b2739f6d3e69c5fd9590d2691332
6pN3ra1mEPtjFsdCvDDHW3,Get Ready,Rare Earth,blues,Get Ready,1969-09-30,46,,https://i.scdn.co/image/ab67616d0000b2734aeba7243597d2f8319fb601
6jouZcdraQvsbh7SWkLEui,Mashed Potato Time,Dee Dee Sharp,blues,It's Mashed Potato Time/Do The Bird,1962-01-01,46,,https://i.scdn.co/image/ab67616d0000b273bb94bc6295a6c02c14b97b0c
6MeSDfZgtjw7k9QgdLxbNI,Light Up Or Leave Me Alone,Traffic,blues,The Low Spark Of High Heeled Boys,1971-11,46,,https://i.scdn.co/image/ab67616d0000b27335f303dac15ef3f9d3a48d00
0ZLcDnOhymMK6wsW51jCve,April In Paris,Ella Fitzgerald,blues,Ella and Louis,1956-10-01,46,,https://i.scdn.co/image/ab67616d0000b273bbe653db27f7711379f92fc5
0ZhwlFI7I69yaXphO7t5R8,Look What You Done for Me,Al Green,blues,I'm Still in Love with You,1972-10-23,46,https://p.scdn.co/mp3-preview/2a5ac1d8a0a1028b489d4ecc429dd5a18da3d8f9?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b273baa93bdfa04d874f12463ae1
1guv0JLlFlWilOSy63IY2x,El Farol,Santana,blues,Supernatural (Remastered),1999-06-15,46,https://p.scdn.co/mp3-preview/28e148c42bff8cb39742e8f42bfe1f43faa04371?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b27347eb3ea5a92904c19e102e54
1gElsjpOELZgbbIfvFehwC,Maybe,The Chantels,blues,We Are the Chantels,1958-05-26,46,https://p.scdn.co/mp3-preview/33761bd6e18de00fc64bef5c050afebaa545c808?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b273b7ed2e78ca035ccd5ed15dfd
5UlokrsKgBObpODBXwTW0B,Freight train,Elizabeth Cotten,blues,Freight Train and Other North Carolina Folk Songs and Tunes,1989-12-01,46,https://p.scdn.co/mp3-preview/a015d414c5888ea8e9c0db78ae9a2a0d734ce8ec?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b2730611e65ba66e3946c18c61ba
7xOr2JuNZH1Ud1wPlQOelC,Venice,Cannonball Adderley,blues,Know What I Mean? [Original Jazz Classics Remasters],1961,46,,https://i.scdn.co/image/ab67616d0000b27391b6aee3974e905a5fc73728
1wRvycpAMRdVEuQro58x4x,Who Knows What Tomorrow May Bring,Traffic,blues,Traffic,1968-10,46,,https://i.scdn.co/image/ab67616d0000b273b545a987c7dbb3040027d38a
1CQHMHRCDs1qioeseVTbaR,Cool Jerk,The Capitols,blues,Dance The Cool Jerk,1966,46,https://p.scdn.co/mp3-preview/7fe5866de77bbe2faa507ca5015178517afa2e5a?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b2736236e8d0a06900246555efac
6mM3QPK502fHwOYaj6ELmm,Goin' Back,The Byrds,blues,The Notorious Byrd Brothers,1968-01-15,46,https://p.scdn.co/mp3-preview/912941e712433b89f083c2225e3aa48b639b795d?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b2733031db0d7e0e45cd40b0e07c
50y6y3iwBlKKev2U4a6GK5,Let The Good Times Roll,Louis Jordan,blues,The Best Of Louis Jordan,1975-01-01,46,,https://i.scdn.co/image/ab67616d0000b27327cc22c2a678d369d1364d02
1QdQ4r05QWhtcTTXOgRtyA,Fine And Mellow,Billie Holiday,blues,Billie Holiday,1957-01-01,45,,https://i.scdn.co/image/ab67616d0000b273f8743d2c7812763f7f66e83b
20IZ33kPSL7XV0WmKNaZVa,Turn To Stone,Joe Walsh,blues,Barnstorm,1972-01-01,45,,https://i.scdn.co/image/ab67616d0000b273029e00521464a1d3bd67fe4f
5UCSVXqaP7yv38ZtS6Iu4X,I'm So Glad,Cream,blues,Fresh Cream,1966-12-09,45,,https://i.scdn.co/image/ab67616d0000b27393a3bb62961a598ecaad1f75
2U7U8xdoEn74xG2umc7FHi,Bad Motor Scooter,Montrose,blues,Montrose,1973,45,https://p.scdn.co/mp3-preview/9078bbaaf5ded5f3a7133454000f9e614183543c?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b273d9874595604af80f335749d3
6oMQiqmcVGYm0OfMwNh7rI,Bad To The Bone,George Thorogood,blues,Essential Thorogood,2009-01-01,45,,https://i.scdn.co/image/ab67616d0000b2739fc473250a32e3cd8e396844
1S7QP5JYv6IuHGoQsOXzwR,Little Ghost,The White Stripes,blues,Get Behind Me Satan,2005-06-07,45,https://p.scdn.co/mp3-preview/93e10537346000736144c647c9b04cbb5c50ffb0?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b273e8a1ae591befe4bb0a9261ab
3LEAXQg3vnyLK184wPOGyT,It Don't Mean A Thing (If It Ain't Got That Swing),Ella Fitzgerald,blues,Ella Fitzgerald Sings The Duke Ellington Song Book,1957-01-01,45,,https://i.scdn.co/image/ab67616d0000b2738e3a9f279b45bc0b7a0e9995
6DavaRzYekSRYl0VMHnlwo,Helpless (feat. Neil Young) - Concert Version,The Band,blues,The Last Waltz (Deluxe Version),2002-12-16,45,https://p.scdn.co/mp3-preview/92bd5c68cb00bb32c79f39b4099d5c4b63e1e503?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b273415e5ff0f5a631e22af127a6
2DxX9x7Cmywikp14l1YUdk,Who's Making Love,Johnnie Taylor,blues,Who's Making Love...,1968,45,,https://i.scdn.co/image/ab67616d0000b2735894582fe74a216b1e08f927
0xvRoqvLmijll3D5qTnrRP,Nobody Knows You When You're Down And Out,Derek & The Dominos,blues,Layla And Other Assorted Love Songs (Remastered 2010),1970-11-01,45,,https://i.scdn.co/image/ab67616d0000b273fbcaf7402f38faac27610efc
42VJXdnw3scIYM0fPVzb7D,Piece of My Heart,Janis Joplin,blues,Janis Joplin's Greatest Hits,1973-06-22,45,https://p.scdn.co/mp3-preview/f5b43e9e27df4b5e6562c77eafde746a62594b34?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b273bd1e98815e82e04ba980c65c
5Gw6d1Mt428wFoJbSVy94i,I'm In Love Again,Fats Domino,blues,Fats Domino Swings,1959-01-01,45,,https://i.scdn.co/image/ab67616d0000b27374e3823e9643fabc830851dd
5jZCByjWMEmOR949ujZNRp,Sixty Minute Man,The Dominoes,blues,Presenting the Dominoes,1951-02-25,45,https://p.scdn.co/mp3-preview/f672a0006d0872bb10edce0aeaffb885d0be7062?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b273d66465d8b4f0f83dce712964
3OD2BlIAkr1DkSe94sKIoI,Medicated Goo,Traffic,blues,Traffic,1968-10,45,,https://i.scdn.co/image/ab67616d0000b273b545a987c7dbb3040027d38a
6Kl1mOpVOIg17MQmcjeUO5,Almost Grown,Chuck Berry,blues,Berry Is On Top,1959-07-01,45,,https://i.scdn.co/image/ab67616d0000b273a496dc8c33ca6d10668b3157
5UBq9iGT7lfpibWr7KKqKe,Girls Talk,Dave Edmunds,blues,Repeat When Necessary,1979-06-09,45,https://p.scdn.co/mp3-preview/43f38de70ade1a73a403be12af5b7989637506ab?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b2738f0a80033504198e9838f759
6SclOa7QQZgSTRjbD6Y9oq,Jolene,The White Stripes,blues,Hello Operator,2000-05-01,45,https://p.scdn.co/mp3-preview/6ca3a6227d7ae330221df7339f7d53bf673d16c3?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b273bd9ac8cb998384d865b2249a
0PRJmbFX6z9OxQ57OFHCqd,On The Road Again,Canned Heat,blues,Boogie With Canned Heat,1968-01-01,45,,https://i.scdn.co/image/ab67616d0000b273a01d88ad6340116d598f6a65
5v0ibjQegpYdMUGL95dI1a,Flying High,Country Joe & The Fish,blues,Electric Music For The Mind And Body,1967,45,,https://i.scdn.co/image/ab67616d0000b2738ba3b66bf1d5b216da9f2ace
1MIDCw2NTW3Dtn9c6ohSC8,Lenny,Stevie Ray Vaughan,blues,The Essential Stevie Ray Vaughan And Double Trouble,2002-08-27,45,https://p.scdn.co/mp3-preview/1592e9ceec4f134bbcb22ebc36ed2a07332301d6?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b273f443c20c8fd9933818965efc
1FjyfUBL7Dj1GpSxL1XLCQ,Groovin',Aretha Franklin,blues,Lady Soul (With Bonus Selections),1968-01-22,44,https://p.scdn.co/mp3-preview/7d0fcba7f7ddbe4c21e52adc1a9e65ce08e7688b?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b2739e5af96086574b76499dcf70
6PjgiuQUxxlAtoKGh6ofzC,I'm The Slime,Frank Zappa,blues,Over-Nite Sensation,1973-09-07,44,,https://i.scdn.co/image/ab67616d0000b27333cbb9723360ae61e33ec302
5D4yBkYPvTRQXNhOPtS6QR,When You're Smiling/The Sheik Of Araby,Louis Prima,blues,The Call Of The Wildest (Expanded Edition),1957,44,,https://i.scdn.co/image/ab67616d0000b273a06458b080f396941f2a2af9
1RMa7sVQua8dMiqixX2bYM,Mama Roux,Dr. John,blues,Gris Gris,1968,44,https://p.scdn.co/mp3-preview/e8a104e55e4eb2e78251ba6eddcf6dc20092e5f5?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b27356f178d032c89d3b18fde52d
0xyMlC1OYdO3JDl8406AEF,Fever,Little Willie John,blues,Fever,1958,44,https://p.scdn.co/mp3-preview/dedca5583fc89e57211a6e83d5f4ef979b3cf258?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b2735e03c34075f4b90294cd364f
2rW9GxH8MrqLNVAWyUhF6h,Pretty Thing,Bo Diddley,blues,Bo Diddley,1958-01-01,44,,https://i.scdn.co/image/ab67616d0000b273dcd1d02a2b91f0842ad105ed
3javCHQDuV4sg9XKCQJN7N,Blue Blood Blues,The Dead Weather,blues,Sea of Cowards,2010-05-11,44,https://p.scdn.co/mp3-preview/40507c1bede06bd46031bd65d6c5597f0d0c8ae2?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b2733de0851650b1399e04eb5c80
7hJStepNPTt3bDfX991hD1,C'est La Vie,"Emerson, Lake & Palmer",blues,"Works, Vol. 1",1977-03-17,44,https://p.scdn.co/mp3-preview/f1ba2c4405d95659279994b90171ea3b36cac831?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b273b8b51818bbf21b269a064b71
4uSkp9MFh5VWMvmk6kz91a,Superman Lover,"Johnny ""Guitar"" Watson",blues,Ain't That A Bitch,1976-09-19,44,https://p.scdn.co/mp3-preview/1317818b29ab793c4cf1d45d4b9d90459dd3f67d?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b27338646ea1dbd294aefa3f4290
1tMyqN7bNCokdg7jWgKPc8,Disco Lady,Johnnie Taylor,blues,Eargasm,1976,44,https://p.scdn.co/mp3-preview/ee36a2e9be6b19fc9b106ad044f338e13ac59de8?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b2738dbdafbeacfcc852f9679a44
3Pl49zzZ8Dmy7EEaRSRkvB,Tired of Being Alone,Al Green,blues,Greatest Hits,1975-05-29,44,https://p.scdn.co/mp3-preview/dfb4381f5faee86249b08de306461d445a3eb281?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b273400cef779a4cd24ebe742e9c
2mKY3LWyyLYgz3aFsHQk83,Tales Of Brave Ulysses,Cream,blues,Disraeli Gears,1967-11-02,44,,https://i.scdn.co/image/ab67616d0000b273f7d3ba2473d4452b83ba61c4
2zW9hjDNn8VcdBiC5lArHv,Get Together,The Youngbloods,blues,Get Together: The Essential Youngbloods,2002-05-06,44,https://p.scdn.co/mp3-preview/89921e0a8f0dcb03c030e5ee0606edcb1e209869?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b273d84b78b92c0296b0aa72a3e7
47VIOQHt2EJ05M1PwIhsBY,Descending,The Black Crowes,blues,Amorica.,1994-01-01,44,,https://i.scdn.co/image/ab67616d0000b273fd80dcd6e6fa06d0603d64f3
7CNaYAdLyi86kofGafReiT,This Land is Your Land,Woody Guthrie,blues,"The Asch Recordings, Vol. 1-4",1999-08-17,44,https://p.scdn.co/mp3-preview/b6ecec75d551fab458a170a0ffddd4e9a75159e9?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b273ca57ba316aeb7f493fcd9477
4SCNNnrJtgPpEFGy4Gyumt,Blue Eyes Blue,Eric Clapton,blues,Clapton Chronicles: The Best of Eric Clapton,1999-10-12,44,https://p.scdn.co/mp3-preview/a57805719557d5e875551123e2811272eeaada5e?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b27384edd1376faafd5e350bd7a9
5CYwaNS12milkMMyNgEOLY,Respect - Mono; 2008 Remaster,Otis Redding,blues,Otis Blue: Otis Redding Sings Soul (Collector's Edition),1965-09-15,44,https://p.scdn.co/mp3-preview/f58133fe1240737862df407e2221ca1633e32284?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b2738ce699251f50e7bc401523cc
4KVYCdoWmDa4KS1OY6sgMa,Girl Is on My Mind,The Black Keys,blues,Rubber Factory,2004,43,https://p.scdn.co/mp3-preview/6fbe72ac163b58ce42c0eebac49f54c7c8ec4887?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b2733c8bb73045c90b75cc01dcb9
50asly8sz2D3T28w0fWLNp,Bakonoba,Fatoumata Diawara,blues,Fatou,2011-09-19,43,https://p.scdn.co/mp3-preview/ee13d1079612b3a5c276e3248fd352a33ec3a8ba?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b2734b7c4c8e4842d12dc73a15b7
6KqIjAkxFmCCMrjFJJJFve,Romeo And The Lonely Girl,Thin Lizzy,blues,Jailbreak (Deluxe Edition),1976,43,,https://i.scdn.co/image/ab67616d0000b273e8f69ab903901064b1f19249
1dcBJ3utMe4pQAYruuJUdh,Love Burns,Black Rebel Motorcycle Club,blues,B.R.M.C.,2001-01-01,43,https://p.scdn.co/mp3-preview/0b4ad5cc111e74b2a2267220382e88efcfc54412?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b2736344fa132200adc172571913
4PoMfTYDPQ1OXdYSoP0pRt,"Sookie, Sookie",Steppenwolf,blues,Steppenwolf,1968-01-01,43,,https://i.scdn.co/image/ab67616d0000b273e2aacda30b100cc33d523be0
3gce83TvahSnFHFtCqbe4R,Layla,Eric Clapton,blues,Timepieces: The Best Of Eric Clapton,1982-01-01,43,,https://i.scdn.co/image/ab67616d0000b2730f3efa84edf2de78edaf389a
6ZVNl5vD86IL6c4ikYgU78,Mary Ann,Ray Charles,blues,"Ray Charles (aka: Hallelujah, I Love Her So)",1957-01-01,43,https://p.scdn.co/mp3-preview/e418ea5f5cd233614af0dba81163f853479ff273?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b273f0e951707ca49b533fdbf64e
5hZHU4ODhJJhB28Q5MdQHa,Evil Woman,Canned Heat,blues,Boogie With Canned Heat,1968-01-01,43,,https://i.scdn.co/image/ab67616d0000b273a01d88ad6340116d598f6a65
6ZWn1MVUaBH2HNQobhMYeE,Little Black Submarines - Radio Edit [radio edit],The Black Keys,blues,Little Black Submarines (Radio Edit),2012-08-21,43,https://p.scdn.co/mp3-preview/1c302d41e67d0f9b52db99f03c9a6c83bf569549?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b2735075047f270e38efd3ed02b3
6MIo2NS5cx125JqauDiFvP,When I Hear My Name,The White Stripes,blues,The White Stripes,1999-06-15,43,https://p.scdn.co/mp3-preview/77cf54e6552c9a75da9791ec9ecbb7148588fcca?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b27397af99ec55e6cb4305977c68
3N8YmS2jHNmziUhqTR7Wk4,"Somehow, Somewhere, Someway",Kenny Wayne Shepherd,blues,Trouble Is...,1997-09-26,43,https://p.scdn.co/mp3-preview/428ca05ec0cfbf3c9f486d29b3a894f7f5cb3ee4?cid=d73a252b6bb3490ea9fee369aed6d95a,https://i.scdn.co/image/ab67616d0000b273fb8b0f52aee5b8e60c49323e
